Country,Year,NH3_kt,NMVOC_kt,NOx_kt,PM10_kt,PM2_5_kt,SOx_kt,Premature_deaths,Years_of_life_lost,Health_expenditure_per_capita_USD
Austria,2005,79.0,163.0,248.0,38.0,23.0,26.0,7012.0,74381.0,3720.02441406
Austria,2006,79.0,157.0,238.0,38.0,23.0,27.0,,,3899.90722656
Austria,2007,80.0,152.0,232.0,37.0,22.0,23.0,5304.0,57923.0,4484.81640625
Austria,2008,79.0,147.0,218.0,36.0,21.0,20.0,5795.0,62953.0,5080.83740234
Austria,2009,81.0,142.0,205.0,34.0,20.0,15.0,5742.0,63027.0,4939.75878906
Austria,2010,80.0,141.0,206.0,34.0,20.0,16.0,6632.0,73116.0,4815.26953125
Austria,2011,79.0,135.0,198.0,33.0,19.0,15.0,6589.0,73655.0,5191.92333984
Austria,2012,79.0,132.0,193.0,32.0,19.0,15.0,5292.0,56575.0,4983.67724609
Austria,2013,79.0,129.0,194.0,32.0,18.0,14.0,5766.0,61679.0,5251.96826172
Austria,2014,80.0,122.0,187.0,30.0,17.0,15.0,4205.0,46159.0,5418.47558594
Austria,2015,80.0,120.0,184.0,30.0,16.0,14.0,4825.0,49488.0,4649.59667969
Austria,2016,81.0,119.0,177.0,30.0,16.0,13.0,3910.0,41603.0,4758.89892578
Austria,2017,81.0,118.0,167.0,30.0,16.0,13.0,4183.0,42382.0,4999.86962891
Austria,2018,80.0,114.0,155.0,29.0,15.0,12.0,4979.0,50973.0,5394.55908203
Austria,2019,78.0,112.0,146.0,29.0,15.0,11.0,3693.0,37519.0,5313.19287109
Austria,2020,77.0,113.0,124.0,27.0,14.0,10.0,3151.0,29754.0,5569.84130859
Austria,2021,77.0,115.0,123.0,29.0,15.0,11.0,3183.0,31381.0,6554.14257813
Austria,2022,76.0,106.0,115.0,27.0,13.0,11.0,3332.0,31420.0,5897.97607422
Austria,2023,74.0,104.0,109.0,26.0,13.0,11.0,2607.0,25923.0,6267.93164063
Belgium,2005,79.0,202.0,332.0,51.0,35.0,140.0,9325.0,96921.0,3415.64599609
Belgium,2006,78.0,195.0,319.0,51.0,35.0,134.0,,,3547.06835938
Belgium,2007,77.0,185.0,308.0,48.0,33.0,123.0,7131.0,79036.0,4066.2121582
Belgium,2008,74.0,178.0,283.0,46.0,33.0,96.0,8580.0,93369.0,4656.04150391
Belgium,2009,74.0,165.0,252.0,41.0,29.0,74.0,9470.0,104828.0,4755.80859375
Belgium,2010,75.0,164.0,253.0,49.0,31.0,61.0,9770.0,107723.0,4626.02685547
Belgium,2011,73.0,152.0,235.0,37.0,25.0,53.0,9001.0,101086.0,4990.35595703
Belgium,2012,73.0,149.0,223.0,37.0,25.0,47.0,8055.0,85454.0,4763.93505859
Belgium,2013,72.0,145.0,213.0,38.0,26.0,43.0,8620.0,91699.0,5005.64990234
Belgium,2014,71.0,138.0,202.0,33.0,21.0,41.0,6190.0,68137.0,5110.17333984
Belgium,2015,71.0,137.0,203.0,34.0,22.0,41.0,6175.0,64567.0,4465.45556641
Belgium,2016,71.0,133.0,191.0,35.0,22.0,34.0,5736.0,61442.0,4569.640625
Belgium,2017,69.0,131.0,180.0,33.0,21.0,33.0,5648.0,59187.0,4827.59326172
Belgium,2018,69.0,129.0,173.0,33.0,19.0,32.0,5886.0,61184.0,5233.68261719
Belgium,2019,68.0,128.0,161.0,32.0,19.0,30.0,4513.0,47489.0,5087.45654297
Belgium,2020,67.0,132.0,142.0,30.0,17.0,24.0,3900.0,35275.0,5269.40625
Belgium,2021,66.0,131.0,144.0,32.0,19.0,24.0,4453.0,47947.0,5847.17333984
Belgium,2022,64.0,122.0,132.0,30.0,17.0,25.0,4104.0,40897.0,5487.59277344
Belgium,2023,63.0,122.0,123.0,30.0,17.0,22.0,2940.0,30394.0,5931.01464844
Bulgaria,2005,58.0,99.0,173.0,74.0,38.0,972.0,18327.0,192604.0,267.74139404
Bulgaria,2006,58.0,99.0,147.0,71.0,38.0,770.0,,,294.10891724
Bulgaria,2007,53.0,92.0,147.0,65.0,35.0,970.0,16105.0,167764.0,361.23498535
Bulgaria,2008,57.0,86.0,140.0,63.0,35.0,733.0,17459.0,184401.0,455.54058838
Bulgaria,2009,54.0,78.0,122.0,55.0,32.0,558.0,15199.0,164484.0,459.30020142
Bulgaria,2010,56.0,80.0,116.0,55.0,33.0,489.0,14699.0,152318.0,484.75228882
Bulgaria,2011,55.0,80.0,122.0,58.0,36.0,601.0,18332.0,193525.0,555.86419678
Bulgaria,2012,55.0,77.0,108.0,53.0,34.0,211.0,14873.0,153079.0,558.64794922
Bulgaria,2013,58.0,73.0,95.0,49.0,32.0,161.0,12700.0,135906.0,553.68725586
Bulgaria,2014,62.0,74.0,101.0,50.0,31.0,150.0,13100.0,137518.0,616.16296387
Bulgaria,2015,62.0,80.0,103.0,51.0,30.0,121.0,13729.0,139741.0,534.21466064
Bulgaria,2016,64.0,78.0,98.0,46.0,31.0,93.0,12329.0,130053.0,579.76715088
Bulgaria,2017,62.0,77.0,95.0,46.0,30.0,106.0,12339.0,126990.0,647.56402588
Bulgaria,2018,62.0,72.0,93.0,46.0,29.0,104.0,11374.0,118347.0,719.78033447
Bulgaria,2019,64.0,72.0,92.0,45.0,28.0,86.0,9365.0,97628.0,733.06878662
Bulgaria,2020,62.0,71.0,86.0,47.0,31.0,48.0,10004.0,96290.0,906.54833984
Bulgaria,2021,62.0,72.0,93.0,46.0,30.0,60.0,10374.0,91993.0,1109.10290527
Bulgaria,2022,63.0,73.0,95.0,40.0,26.0,69.0,8297.0,79374.0,1066.69189453
Bulgaria,2023,61.0,66.0,83.0,36.0,22.0,44.0,6728.0,72781.0,1257.87597656
Croatia,2005,43.0,112.0,85.0,57.0,43.0,59.0,6455.0,67989.0,726.6114502
Croatia,2006,41.0,112.0,85.0,53.0,40.0,55.0,,,815.39093018
Croatia,2007,41.0,108.0,88.0,53.0,38.0,60.0,5214.0,54814.0,1040.44995117
Croatia,2008,43.0,106.0,85.0,53.0,37.0,54.0,4812.0,52037.0,1258.09594727
Croatia,2009,34.0,91.0,76.0,52.0,37.0,56.0,5271.0,55772.0,1187.34326172
Croatia,2010,36.0,87.0,69.0,52.0,38.0,35.0,5289.0,56051.0,1126.81970215
Croatia,2011,36.0,83.0,66.0,51.0,36.0,29.0,5767.0,61416.0,1134.88916016
Croatia,2012,34.0,77.0,60.0,51.0,35.0,24.0,4186.0,43773.0,1034.02124023
Croatia,2013,29.0,73.0,59.0,50.0,34.0,17.0,4035.0,42486.0,894.07080078
Croatia,2014,28.0,65.0,55.0,42.0,30.0,14.0,3711.0,38884.0,915.2689209
Croatia,2015,30.0,65.0,56.0,42.0,32.0,16.0,4541.0,45004.0,803.41619873
Croatia,2016,28.0,66.0,55.0,43.0,31.0,15.0,4900.0,49936.0,851.92492676
Croatia,2017,31.0,65.0,55.0,38.0,29.0,13.0,4509.0,44561.0,919.22418213
Croatia,2018,30.0,64.0,52.0,41.0,28.0,10.0,4522.0,45360.0,1045.14904785
Croatia,2019,29.0,68.0,51.0,39.0,27.0,8.0,3349.0,34174.0,1063.54443359
Croatia,2020,29.0,63.0,46.0,44.0,28.0,6.0,3971.0,36987.0,1123.37963867
Croatia,2021,28.0,63.0,48.0,44.0,29.0,6.0,4034.0,35834.0,1423.52905273
Croatia,2022,24.0,54.0,47.0,35.0,25.0,6.0,3690.0,33130.0,1328.80371094
Croatia,2023,23.0,55.0,48.0,37.0,26.0,6.0,2886.0,28876.0,1548.33959961
Cyprus,2005,8.0,14.0,22.0,4.0,2.0,38.0,1141.0,11892.0,1366.01708984
Cyprus,2006,8.0,13.0,21.0,3.0,2.0,31.0,,,1474.02062988
Cyprus,2007,8.0,13.0,21.0,3.0,2.0,29.0,888.0,9367.0,1694.27185059
Cyprus,2008,8.0,12.0,20.0,3.0,2.0,22.0,958.0,10728.0,2155.24658203
Cyprus,2009,8.0,12.0,20.0,3.0,2.0,18.0,745.0,8402.0,2105.4777832
Cyprus,2010,8.0,12.0,19.0,3.0,2.0,22.0,778.0,8775.0,2045.2923584
Cyprus,2011,8.0,9.0,21.0,3.0,1.0,21.0,900.0,9426.0,2114.66894531
Cyprus,2012,7.0,9.0,21.0,2.0,1.0,16.0,1012.0,10388.0,1899.37255859
Cyprus,2013,7.0,10.0,15.0,2.0,1.0,13.0,569.0,6379.0,1923.03869629
Cyprus,2014,7.0,10.0,16.0,2.0,1.0,17.0,604.0,6578.0,1869.46398926
Cyprus,2015,7.0,10.0,14.0,2.0,1.0,13.0,689.0,6897.0,1570.54638672
Cyprus,2016,7.0,8.0,13.0,2.0,1.0,16.0,534.0,5719.0,1619.91918945
Cyprus,2017,7.0,9.0,13.0,2.0,1.0,16.0,613.0,6107.0,1742.67626953
Cyprus,2018,7.0,8.0,13.0,2.0,1.0,17.0,517.0,5591.0,1987.69470215
Cyprus,2019,7.0,8.0,14.0,2.0,1.0,16.0,571.0,5977.0,2059.45019531
Cyprus,2020,8.0,8.0,12.0,2.0,1.0,12.0,551.0,5871.0,2443.37207031
Cyprus,2021,8.0,8.0,12.0,2.0,1.0,10.0,599.0,6263.0,2947.81494141
Cyprus,2022,7.0,7.0,12.0,2.0,1.0,11.0,669.0,6387.0,2748.6159668
Cyprus,2023,7.0,7.0,12.0,2.0,1.0,10.0,612.0,6579.0,2899.36499023
Czechia,2005,79.0,373.0,286.0,93.0,74.0,208.0,13003.0,139222.0,852.65246582
Czechia,2006,78.0,377.0,280.0,94.0,75.0,207.0,,,942.11804199
Czechia,2007,78.0,365.0,282.0,91.0,72.0,212.0,8492.0,95924.0,1110.17663574
Czechia,2008,76.0,358.0,266.0,89.0,70.0,170.0,9014.0,102969.0,1449.33679199
Czechia,2009,72.0,361.0,250.0,90.0,73.0,169.0,10125.0,112804.0,1442.24279785
Czechia,2010,70.0,369.0,245.0,97.0,81.0,164.0,11746.0,132260.0,1509.44726563
Czechia,2011,72.0,362.0,235.0,96.0,81.0,168.0,11011.0,125061.0,1649.15905762
Czechia,2012,72.0,359.0,223.0,98.0,82.0,160.0,10068.0,112095.0,1509.77526855
Czechia,2013,76.0,362.0,211.0,99.0,84.0,145.0,10776.0,118756.0,1508.79907227
Czechia,2014,79.0,348.0,205.0,94.0,79.0,134.0,9676.0,108584.0,1512.59326172
Czechia,2015,86.0,353.0,199.0,96.0,81.0,130.0,9044.0,97109.0,1308.8013916
Czechia,2016,87.0,345.0,189.0,92.0,78.0,116.0,8433.0,93851.0,1374.9005127
Czechia,2017,86.0,341.0,183.0,90.0,76.0,110.0,9125.0,98311.0,1516.75012207
Czechia,2018,82.0,331.0,173.0,85.0,70.0,97.0,10142.0,109533.0,1750.81188965
Czechia,2019,79.0,313.0,162.0,78.0,63.0,79.0,6853.0,74556.0,1805.44030762
Czechia,2020,77.0,302.0,149.0,73.0,59.0,67.0,6809.0,65626.0,2106.28027344
Czechia,2021,76.0,301.0,154.0,73.0,59.0,60.0,8382.0,82350.0,2538.03344727
Czechia,2022,76.0,286.0,149.0,69.0,55.0,64.0,6826.0,70082.0,2431.08496094
Czechia,2023,72.0,245.0,134.0,56.0,43.0,48.0,4715.0,51363.0,2671.08398438
Denmark,2005,98.0,161.0,206.0,33.0,21.0,26.0,2935.0,31618.0,4436.07421875
Denmark,2006,95.0,156.0,206.0,33.0,22.0,31.0,,,4770.13720703
Denmark,2007,94.0,153.0,193.0,35.0,24.0,28.0,2714.0,29692.0,5453.83837891
Denmark,2008,93.0,149.0,177.0,38.0,23.0,21.0,2358.0,25913.0,6117.69677734
Denmark,2009,89.0,138.0,157.0,32.0,21.0,15.0,2293.0,24989.0,6208.48486328
Denmark,2010,90.0,136.0,152.0,32.0,21.0,15.0,2510.0,27540.0,6156.68554688
Denmark,2011,86.0,129.0,143.0,30.0,19.0,14.0,3318.0,36959.0,6426.39990234
Denmark,2012,85.0,124.0,132.0,29.0,18.0,13.0,1873.0,20972.0,6155.76367188
Denmark,2013,82.0,125.0,127.0,29.0,18.0,13.0,1726.0,18965.0,6320.08447266
Denmark,2014,83.0,116.0,117.0,28.0,17.0,11.0,2396.0,27078.0,6447.92382813
Denmark,2015,84.0,118.0,113.0,28.0,17.0,9.0,1817.0,19844.0,5508.53369141
Denmark,2016,85.0,113.0,113.0,27.0,17.0,9.0,1618.0,17863.0,5603.75830078
Denmark,2017,87.0,111.0,110.0,27.0,16.0,10.0,1351.0,14420.0,5817.42529297
Denmark,2018,85.0,110.0,105.0,26.0,15.0,10.0,2166.0,22602.0,6219.12988281
Denmark,2019,81.0,104.0,100.0,24.0,13.0,9.0,1700.0,18245.0,6049.93408203
Denmark,2020,83.0,107.0,92.0,23.0,12.0,9.0,1035.0,11025.0,6520.65771484
Denmark,2021,75.0,107.0,92.0,23.0,12.0,8.0,1252.0,12868.0,7429.99023438
Denmark,2022,73.0,101.0,87.0,22.0,11.0,8.0,1183.0,11974.0,6451.19433594
Denmark,2023,66.0,98.0,81.0,21.0,11.0,8.0,703.0,7333.0,6510.625
Estonia,2005,10.0,32.0,38.0,17.0,8.0,77.0,766.0,8535.0,549.63024902
Estonia,2006,10.0,32.0,37.0,14.0,8.0,70.0,,,627.18377686
Estonia,2007,11.0,28.0,40.0,22.0,11.0,88.0,605.0,6908.0,866.49945068
Estonia,2008,11.0,26.0,38.0,14.0,7.0,69.0,448.0,5077.0,1082.15478516
Estonia,2009,10.0,24.0,32.0,14.0,7.0,55.0,268.0,3045.0,1006.50708008
Estonia,2010,11.0,23.0,38.0,21.0,11.0,83.0,439.0,4913.0,966.19024658
Estonia,2011,11.0,23.0,37.0,34.0,16.0,72.0,344.0,4031.0,1061.1628418
Estonia,2012,11.0,24.0,34.0,15.0,8.0,43.0,313.0,3649.0,1058.71960449
Estonia,2013,11.0,25.0,34.0,20.0,10.0,42.0,297.0,3397.0,1194.86206055
Estonia,2014,11.0,24.0,32.0,17.0,8.0,44.0,382.0,4360.0,1287.76123047
Estonia,2015,12.0,23.0,28.0,14.0,7.0,36.0,208.0,2397.0,1156.20275879
Estonia,2016,11.0,22.0,28.0,12.0,6.0,35.0,128.0,1465.0,1226.0859375
Estonia,2017,11.0,23.0,29.0,13.0,7.0,39.0,74.0,821.0,1350.12646484
Estonia,2018,11.0,23.0,28.0,12.0,6.0,31.0,231.0,2532.0,1553.43347168
Estonia,2019,11.0,23.0,23.0,10.0,5.0,19.0,84.0,944.0,1599.3503418
Estonia,2020,10.0,23.0,21.0,10.0,5.0,11.0,61.0,675.0,1789.03417969
Estonia,2021,10.0,25.0,21.0,10.0,5.0,12.0,118.0,1152.0,2091.15649414
Estonia,2022,10.0,25.0,21.0,9.0,5.0,15.0,89.0,899.0,1998.74523926
Estonia,2023,10.0,23.0,19.0,9.0,5.0,11.0,46.0,501.0,2258.4597168
Finland,2005,41.0,147.0,208.0,42.0,26.0,70.0,1198.0,14019.0,3236.85839844
Finland,2006,40.0,141.0,224.0,43.0,26.0,83.0,,,3414.94140625
Finland,2007,40.0,137.0,211.0,41.0,25.0,81.0,1205.0,13789.0,3918.64453125
Finland,2008,39.0,121.0,194.0,39.0,23.0,67.0,806.0,9323.0,4486.33789063
Finland,2009,38.0,113.0,176.0,37.0,22.0,59.0,613.0,7015.0,4349.89501953
Finland,2010,39.0,113.0,187.0,39.0,23.0,66.0,993.0,11140.0,4251.52880859
Finland,2011,38.0,105.0,171.0,36.0,21.0,60.0,935.0,10458.0,4717.5078125
Finland,2012,38.0,102.0,161.0,35.0,20.0,50.0,764.0,8378.0,4573.19726563
Finland,2013,38.0,99.0,159.0,34.0,20.0,48.0,363.0,4016.0,4892.03369141
Finland,2014,38.0,96.0,151.0,34.0,19.0,44.0,853.0,9242.0,4922.4296875
Finland,2015,38.0,91.0,139.0,31.0,18.0,41.0,212.0,2261.0,4128.20751953
Finland,2016,36.0,92.0,135.0,32.0,18.0,40.0,235.0,2472.0,4108.73974609
Finland,2017,36.0,90.0,131.0,31.0,18.0,35.0,104.0,1107.0,4235.75488281
Finland,2018,35.0,87.0,128.0,31.0,18.0,33.0,470.0,4877.0,4521.27636719
Finland,2019,35.0,86.0,120.0,30.0,16.0,30.0,175.0,1863.0,4459.9296875
Finland,2020,34.0,86.0,105.0,27.0,14.0,23.0,68.0,716.0,4736.21435547
Finland,2021,33.0,85.0,104.0,28.0,15.0,23.0,168.0,1712.0,5261.90966797
Finland,2022,30.0,77.0,97.0,27.0,14.0,22.0,70.0,665.0,4902.0390625
Finland,2023,30.0,73.0,90.0,26.0,13.0,21.0,34.0,339.0,5515.40478516
France,2005,673.0,1749.0,1588.0,441.0,341.0,461.0,38442.0,442658.0,3575.02514648
France,2006,657.0,1687.0,1499.0,412.0,315.0,427.0,,,3811.55175781
France,2007,654.0,1566.0,1429.0,391.0,297.0,405.0,32670.0,397566.0,4312.31054688
France,2008,669.0,1499.0,1354.0,390.0,298.0,349.0,34622.0,418766.0,4807.37451172
France,2009,656.0,1444.0,1282.0,378.0,291.0,295.0,39279.0,476347.0,4737.578125
France,2010,634.0,1478.0,1237.0,396.0,308.0,273.0,40201.0,490404.0,4593.66308594
France,2011,646.0,1371.0,1181.0,347.0,259.0,226.0,39600.0,491597.0,4936.95605469
France,2012,640.0,1346.0,1159.0,364.0,276.0,225.0,36229.0,425136.0,4659.92431641
France,2013,624.0,1350.0,1134.0,371.0,284.0,208.0,35166.0,416788.0,4884.71582031
France,2014,636.0,1288.0,1053.0,323.0,239.0,159.0,22273.0,270263.0,5007.29736328
France,2015,638.0,1257.0,1027.0,325.0,240.0,152.0,27829.0,317096.0,4226.62646484
France,2016,637.0,1246.0,978.0,327.0,242.0,133.0,23960.0,275960.0,4289.34716797
France,2017,637.0,1235.0,939.0,315.0,228.0,128.0,22577.0,253738.0,4436.63720703
France,2018,635.0,1193.0,884.0,300.0,214.0,122.0,22555.0,255765.0,4692.99511719
France,2019,612.0,1160.0,825.0,295.0,209.0,100.0,18415.0,207298.0,4519.98583984
France,2020,589.0,1115.0,720.0,258.0,179.0,86.0,16184.0,167038.0,4760.08251953
France,2021,573.0,1089.0,753.0,280.0,196.0,93.0,19465.0,210809.0,5364.89746094
France,2022,550.0,1099.0,713.0,254.0,171.0,85.0,20281.0,210055.0,4857.73388672
France,2023,547.0,1046.0,654.0,239.0,160.0,78.0,14737.0,160867.0,5149.0546875
Germany,2005,714.0,1497.0,1602.0,240.0,131.0,472.0,66307.0,729348.0,3544.56616211
Germany,2006,708.0,1503.0,1673.0,241.0,132.0,471.0,,,3681.3659668
Germany,2007,719.0,1433.0,1595.0,231.0,125.0,446.0,48409.0,546375.0,4162.6875
Germany,2008,721.0,1374.0,1571.0,228.0,122.0,444.0,54143.0,604432.0,4647.31005859
Germany,2009,721.0,1252.0,1450.0,211.0,110.0,389.0,63072.0,701537.0,4655.171875
